"Candidata a la Presidencia de la República por la coalición Sigamos Haciendo Historia. Científica, humanista, con profundo amor a mi patria y a mi pueblo."
"Amo a mi patria y amo a mi pueblo y vamos a seguir haciendo política con amor, no con odio. No les voy a traicionar, voy a estar a la altura de las circunstancias, y vamos a seguir haciendo de México, el mejor país del mundo."
"Hoy estaremos en Uruapan, Chilchota y Zamora, Michoacán."
"Tenemos que avanzar en que haya más posibilidades de siembra, de producción, pensando en los campesinos y campesinas, pero también tecnificando. Así vamos a tener una mayor producción y va a haber muchas más posibilidades para l@s campesinos en nuestro país."
"En el Puerto Lázaro Cárdenas recordamos a uno de los mejores presidentes de México y refrendamos nuestro compromiso: no mentir, no robar y nunca traicionar al pueblo."
"La comunidad indígena de Zacatula, en Guerrero, nos detuvo y nos dedicó una canción inspirada en un tema de Juan Gabriel. L@s amo, no les vamos a fallar."
"Miren, así nos pararon en la localidad de La Unión, Guerrero. "
"Por el bien de todos, primero Guerrero, donde la patria es primero. Me dio mucho gusto estar en Zihuatanejo esta tarde, en la Costa Grande, donde me comprometí a seguir apoyando a este bello estado."
"En el Día del Trabajo, recordamos que somos la única fuerza política que está comprometida con los derechos laborales. Así seguirá siendo en el Segundo Piso de la Transformación."
"En Zihuatanejo, anunciamos los proyectos que tenemos para Guerrero."
"Llegamos a la Costa Grande de Guerrero, a Zihuatanejo. Gracias por tanto amor."
Vamos a seguir apoyando al pueblo de Guerrero.
Hola les saludo desde mi hogar. Que tengan bonito día.
"Hoy en Milpa Alta y Tláhuac. Gracias, amor con amor se paga."
Queremos mucho al pueblo de Tláhuac porque siempre ha apoyado a nuestro movimiento. Es tierra de gente noble y trabajadora. Vamos a seguir apoyando a Tláhuac junto con @bereheca y @ClaraBrugadaM.
"Hoy en Tláhuac me encontré a Yadira, quien me compartió que desde el año 2000, cuando fui secretaria de Medio Ambiente en la Ciudad de México, ella y su hermana pensaban que yo sería la primera mujer presidenta. Muchas gracias por tu cariño y confianza, no llego yo, llegamos todas."
"La educación es un derecho, no un privilegio. Este 2 de junio #SigamosHaciendoHistoria"
"En este Día de la niña y el niño, desde Milpa Alta, reafirmamos nuestro compromiso con las infancias de todo el país, por eso otorgaremos una beca para todas las y los estudiantes de escuelas públicas del nivel preescolar a secundaria. En Milpa Alta vamos a ganar con @rivero_octavio y @ClaraBrugadaM, y vamos a cuplir con el Cablebús en esta alcaldía"
"Gracias a la senadora @IfigeniaMtz; a la reconocida escritora @Eponiatowska; al Dr. en Biotecnología y Premio Nacional de Ciencias, Octavio Paredes López; a la Dra. honoris causa con perspectiva de género, Marta Lamas; a la Dra. en Física, astrónoma y divulgadora de la ciencia, Julieta @FierroGossman; al investigador emérito y médico hepatólogo, Dr. David @DKershenobich; a la Dra. en Estudios de Género, María Isabel Belausteguigoitia; a la Historiadora de arte, la Mtra. Graciela de la Torre; al reconocido Arq. @FelipeLeal_Arq; al cineasta Luis @lmandoki; al Dr. en Historia y Filosofía de la Teoría Política, Ambrosio Velasco; a la senadora y cantante @SusanaHarp, entre otr@s, por acompañarnos hoy en el Diálogo con la Ciencia y la Academia en el Palacio de la Escuela de Medicina."
"Como jefa de Gobierno creamos la beca Bienestar para Niñas y Niños Mi Beca para Empezar, beneficiamos a 1.2 millones de estudiantes que asisten a preescolar, primaria y secundaria pública. Cuando lleguemos a la Presidencia de México, vamos a universalizar la beca en educación básica que permita igualdad de circunstancias para todas las y los estudiantes."
"Queremos involucrar a todas y todos los académicos y científicos al desarrollo nacional, porque con educación pública, científica y humanista, el potencial de México es enorme."
"Esta mañana junto con la comunidad académica de nuestro país, reiteré mi compromiso con el desarrollo de la ciencia, la innovación y el humanismo. En la medida que tengamos a l@s jóvenes en las escuelas, vamos a construir un México más próspero y con más justicia."
"Gracias, Consuelo. Siempre lo he dicho, soy hija del 68. Soy de una generación que creció con el valor de la justicia y la honestidad. No les voy a fallar."
"Nuestro anhelo es siempre que todas las niñas y niños de nuestro país sean felices: con derechos a la alimentación saludable, a la educación, a la salud, al acceso a la vivienda, al juego y una vida sin violencias. Nuestro compromiso siempre. Feliz día del niño y la niña."
"Miren que hermosa tarde en Xochimilco junto a @ClaraBrugadaM, Jefa de Gobierno y @CamachoCirce, Alcaldesa. Vamos a ganar este 2 de junio."
"La Cuarta Transformación ha traído desarrollo con bienestar al pueblo de México, vamos a consolidar las grandes obras, legadas de este gobierno."
"El que nada debe, nada teme. Me antecede una historia de honestidad y trabajo. Tengo bien grabados nuestros principios: no mentir, no robar y nunca traicionar. Les comparto un fragmento de mi entrevista con @lopezdoriga."
Vamos a reconocer el trabajo de las mujeres mexicanas y sus derechos agrarios.
"Asistimos al Consejo Nacional Agropecuario. Junto con el doctor @JulioBerdegue y @jrdelafuenter presentamos nuestra propuesta de Prosperidad Compartida: República rural, justa y soberana."
Como dice el presidente: “demos de comer a quienes nos dan de comer”. Ese es el primer compromiso que estableceremos. Los programas sociales van a continuar.
¡Y también vamos a ganar el 2 de junio!
